"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1997-06-01","1997-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","115"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1997-07-01","1997-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","137"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1997-08-01","1997-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","141"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1997-09-01","1997-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","101"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1997-10-01","1997-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","74"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1997-11-01","1997-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","68"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1997-12-01","1997-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","112"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-01-01","1998-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","56"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-02-01","1998-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","74"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-03-01","1998-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-04-01","1998-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","65"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-05-01","1998-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","67"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-06-01","1998-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","65"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-07-01","1998-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","259"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-08-01","1998-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","241"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-09-01","1998-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","247"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-10-01","1998-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","166"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-11-01","1998-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","105"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1998-12-01","1998-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","75"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-01-01","1999-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","80"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-02-01","1999-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","51"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-03-01","1999-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","61"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-04-01","1999-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","34"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-05-01","1999-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","26"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-06-01","1999-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","40"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-07-01","1999-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","21"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-08-01","1999-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","26"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-09-01","1999-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","21"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-10-01","1999-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","19"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-11-01","1999-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","17"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","1999-12-01","1999-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","31"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-01-01","2000-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-02-01","2000-02-29","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-03-01","2000-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-04-01","2000-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-05-01","2000-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-06-01","2000-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-07-01","2000-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-08-01","2000-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-09-01","2000-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-10-01","2000-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-11-01","2000-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2000-12-01","2000-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","64"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-01-01","2001-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","190"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-02-01","2001-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","215"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-03-01","2001-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","86"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-04-01","2001-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","68"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-05-01","2001-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","108"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-06-01","2001-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","50"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-07-01","2001-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","46"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-08-01","2001-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","48"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-09-01","2001-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","33"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-10-01","2001-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","41"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-11-01","2001-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","53"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2001-12-01","2001-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","55"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-01-01","2002-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","54"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-02-01","2002-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","47"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-03-01","2002-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","48"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-04-01","2002-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","39"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-05-01","2002-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","83"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-06-01","2002-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","123"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-07-01","2002-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","239"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-08-01","2002-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","156"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-09-01","2002-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","119"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-10-01","2002-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","153"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-11-01","2002-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","184"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2002-12-01","2002-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","329"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","609"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","183"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","80"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","71"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","89"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","86"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","84"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","93"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-09-01","2003-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","149"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-10-01","2003-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","239"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-11-01","2003-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","182"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2003-12-01","2003-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","167"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","178"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","74"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","58"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","51"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","98"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","231"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","164"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","162"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","258"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","120"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","93"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","97"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","124"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","93"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","72"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-04-01","2005-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","62"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-05-01","2005-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","81"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-06-01","2005-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","142"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-07-01","2005-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","88"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-08-01","2005-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","182"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-09-01","2005-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","174"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-10-01","2005-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","148"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-11-01","2005-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","102"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2005-12-01","2005-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","111"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-01-01","2006-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","76"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-02-01","2006-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","87"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-03-01","2006-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","136"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-04-01","2006-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","77"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-05-01","2006-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","130"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-06-01","2006-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","132"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-07-01","2006-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","129"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-08-01","2006-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","100"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-09-01","2006-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","65"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-10-01","2006-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","57"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-11-01","2006-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","107"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2006-12-01","2006-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","105"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-01-01","2007-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","148"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-02-01","2007-02-28","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","59"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-03-01","2007-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","72"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-04-01","2007-04-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","76"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-05-01","2007-05-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","183"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-06-01","2007-06-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","136"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-07-01","2007-07-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","129"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-08-01","2007-08-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","137"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-09-01","2007-09-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","76"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-10-01","2007-10-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","79"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-11-01","2007-11-30","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","87"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2007-12-01","2007-12-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","93"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2008-01-01","2008-01-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","114"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2008-02-01","2008-02-29","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","87"
"Dengue","38362002","Dengue virus","12637","0","MALAYSIA","MY","NEGERI SEMBILAN","MY-05","NA","NA","2008-03-01","2008-03-31","0","0-130","None specified","NA","NA","Malaysia Dengue Surveillance System","88"
